48.099998	48.099998	0.000000	0.000000	53.448223

48.450001	48.200001	0.100002	0.000000	39.622646

4046.000000	4004.350098	4.350098	0.000000	60.346539

260.100006	249.050003	0.000000	7.899979	57.467537

318.500000	320.049988	2.000000	0.000000	49.154739

128.300003	128.949997	0.149994	0.000000	23.270378

50.349998	51.099998	0.699997	0.000000	36.458309

61.000000	54.099998	0.000000	0.300003	25.157234

557.000000	554.950012	0.000000	0.950012	25.613754

854.500000	841.900024	0.000000	5.500000	23.815804

1432.199951	1450.650024	10.799927	0.000000	58.609138

111.400002	112.950005	1.900002	0.000000	32.758614

367.949982	371.149994	3.449982	0.000000	32.721672

15.300000	15.300000	0.000000	0.200000	50.000000

923.049988	914.049988	0.000000	4.099976	37.573978

1002.149963	1008.400024	4.400024	0.000000	24.384926

48.000000	46.250000	0.000000	1.349998	54.545460

201.199997	201.150009	0.050003	0.000000	29.577469

21.299999	21.049999	0.049999	0.000000	18.749969

667.049988	677.349976	10.750000	0.000000	68.092506

110.000000	112.800003	1.600006	0.000000	38.683151

66.000000	74.550003	10.350006	0.000000	95.128204

81.400002	80.350006	0.000000	0.299995	12.930946

166.750000	169.250000	1.949997	0.000000	40.686230

50.549999	50.549999	2.450001	0.000000	47.263683

37.500000	35.549999	0.000000	0.350002	45.762718

290.299988	274.799988	0.000000	10.350006	83.549530

239.899994	234.199997	0.000000	3.950012	52.490974

43.500000	43.700001	0.350002	0.000000	31.818207

15.500000	16.500000	0.950000	0.000000	81.250008

165.000000	165.650009	0.150009	0.000000	59.541981

317.049988	329.649994	8.649994	0.000000	64.561417

120.000000	119.650002	0.000000	1.300003	53.045673

193.000000	191.800003	0.000000	2.949997	56.683163

122.050003	121.400002	0.000000	0.299995	47.508308

393.000000	384.700012	0.000000	1.199982	77.777809

301.100006	312.200012	11.550018	0.000000	87.435684

156.449997	153.449997	0.000000	0.400009	38.502682

903.049988	907.000000	3.200012	0.000000	66.309746

199.300003	199.300003	0.850006	0.000000	46.863449

230.150009	230.250000	0.000000	1.300003	35.065155

19.700001	19.849998	0.049999	0.000000	43.478184

1577.050049	1609.150024	32.349976	0.000000	84.884964

53.000000	50.599998	0.000000	0.600002	36.781586

82.500000	82.500000	0.049995	0.000000	50.140800

165.500000	167.000000	1.000000	0.000000	49.815147

22.849998	21.750000	0.000000	0.000000	48.275860

30.400000	28.750000	1.350000	0.000000	63.698624

28.200001	28.150000	0.100000	0.000000	60.600491

10.800000	10.650001	0.050000	0.000000	40.200527

114.000000	107.050003	0.950005	0.000000	46.597469

102.400002	103.550003	2.150002	0.000000	39.565636

215.500000	218.399994	6.299988	0.000000	60.430252

63.349998	63.450001	0.049999	0.000000	42.434723

