20MICRONS,20110616,47.2,52.35,46.1,49.05,73699
3IINFOTECH,20110616,48.2,48.75,47.1,47.45,1093642
3MINDIA,20110616,3990.4,4025,3965.45,4012.85,216
A2ZMES,20110616,259.9,268.7,254.25,255.35,1239491
AANJANEYA,20110616,365.15,375.4,360.2,365.4,2675889
AARTIDRUGS,20110616,127.15,129.95,127,129,2481
AARTIIND,20110616,50.05,50.75,50,50.25,9498
AARVEEDEN,20110616,55.25,55.25,53.1,53.3,1204
ABAN,20110616,550,553.5,542.5,547.05,560041
ABB,20110616,850,855,840,842.6,18808
ABBOTINDIA,20110616,1437,1505,1411.05,1435.45,6296
ABCIL,20110616,121,126.5,118.25,124.9,19138
ABGSHIP,20110616,373.1,380.45,371.1,373.6,265539
ABHISHEK,20110616,15.25,15.25,14.85,15,7904
ABIRLANUVO,20110616,878,915.5,878,901.95,74716
ACC,20110616,984.9,984.9,955,961.65,202257
ACE,20110616,47,47.5,45.7,47.05,263262
ACKRUTI,20110616,198,207,198,202,12960
ACROPETAL,20110616,21,21.1,20.35,20.5,145230
ADANIENT,20110616,650.05,673.55,647,665.1,295101
ADANIPOWER,20110616,110,113.35,110,111.25,419731
ADFFOODS,20110616,79.75,79.75,71.8,72,854146
ADHUNIK,20110616,78.8,78.95,77.5,77.9,28232
ADORWELD,20110616,165,181.9,163.75,179.25,99342
ADSL,20110616,52,52.55,48.1,48.9,290098
ADVANIHOTR,20110616,35.5,35.95,35.5,35.5,11
ADVANTA,20110616,275.25,288.8,269.95,278.15,421157
AEGISCHEM,20110616,233.7,233.7,226.95,229.85,16789
AFL,20110616,43.25,43.3,42.6,42.6,3014
AFTEK,20110616,15.3,15.85,14.7,15.4,665196
AGCNET,20110616,165.1,170,165.1,169.15,413
AHLEAST,20110616,320.5,322.9,310,320.9,15
AHLUCONT,20110616,118,122.55,118,119.95,27453
AHLWEST,20110616,194.65,196,193,195.9,438
AHMEDFORGE,20110616,119.85,120,117,117.5,22269
AIAENG,20110616,379.1,380.25,370.2,372.75,2009
AJANTPHARM,20110616,320.8,327.4,317,322,183953
AJMERA,20110616,151,157,151,155.2,19883
AKZOINDIA,20110616,891,943.7,891,906.5,15706
ALBK,20110616,195.05,199.85,195.05,199,362347
ALCHEM,20110616,231.05,233.5,230.85,231.55,109509
ALEMBICLTD,20110616,19.8,20.8,19.3,19.75,138138
ALFALAVAL,20110616,1590,1656.9,1586,1589.45,18586
ALKALI,20110616,50,53.25,49.5,52.95,31913
ALKYLAMINE,20110616,82,82.2,81,82.15,1225
ALLCARGO,20110616,165,165.9,165,165.55,411
ALLSEC,20110616,21.35,21.35,21.15,21.15,327
ALMONDZ,20110616,26.55,27.5,26.55,26.8,74
ALOKTEXT,20110616,27.2,27.8,26.9,27.45,13627416
ALPA,20110616,10.35,10.6,10.3,10.35,1758
ALPHAGEO,20110616,108.4,108.4,102.65,104.75,391
AMAR,20110616,102.4,103.85,101.2,102.9,75135
AMARAJABAT,20110616,218.6,218.6,215.25,217.05,12714
AMARJOTHI,20110616,63.3,63.3,63.1,63.1,400
AMBIKCO,20110616,179,179.9,173.55,174.7,2388
AMBUJACEM,20110616,129.25,130.4,124.75,125.2,3606164
AMDIND,20110616,17.05,18,17.05,17.75,5503
AMRUTANJAN,20110616,760,791.15,741.3,767.05,566742
AMTEKAUTO,20110616,167.25,169.5,160,168.85,151754
AMTEKINDIA,20110616,88.3,88.3,86.4,87.25,317455
ANANTRAJ,20110616,71.5,71.5,69,69.35,348637
ANDHRABANK,20110616,138.4,138.4,134,134.45,1195465
ANDHRACEMT,20110616,12.25,12.45,12.05,12.2,36741
ANDHRSUGAR,20110616,93.9,93.9,90.05,91.2,12893
ANIKINDS,20110616,38,38,38,38,120
ANKURDRUGS,20110616,41.3,41.5,40.2,40.45,42537
ANSALAPI,20110616,41.5,41.9,40.5,40.9,102705
ANSALHSG,20110616,42.3,43,42.2,42.25,1824
ANTGRAPHIC,20110616,0.25,0.3,0.25,0.3,103807
APARINDS,20110616,218,238.5,218,232.2,114522
APCOTEXIND,20110616,181.8,189.85,178,183.85,624
APIL,20110616,565.95,568.8,558.6,562.1,97063
APLAB,20110616,40,40,37.8,40,10
APOLLOHOSP,20110616,492,492,483,486.3,48774
APOLLOTYRE,20110616,73.3,77.25,72.55,76.2,5722902
APPAPER,20110616,360.1,360.95,360,360.55,102691
APTECHT,20110616,97.6,98.35,95.8,96.35,254488
AQUA,20110616,16.8,16.8,16.5,16.55,22403
ARCHIDPLY,20110616,14.6,14.75,14,14.6,5772
ARCHIES,20110616,39.15,39.8,38.7,38.95,35171
AREVAT&D,20110616,258.05,259.8,255.05,257.35,72780
ARIES,20110616,109.05,112.55,106,108.7,14398
ARIHANT,20110616,60,62.9,60,62.15,682
ARL,20110616,2.35,2.5,2.35,2.4,178243
AROGRANITE,20110616,41.05,43.25,41.05,43.25,168
ARROWTEX,20110616,11.95,11.95,10,10.25,1427
ARSHIYA,20110616,175.55,184,174,175.35,24359
ARSSINFRA,20110616,445.05,459,445,450.85,304801
ARVIND,20110616,82.85,85.7,82.2,84.8,2855665
ASAHIINDIA,20110616,80.1,81.95,80.1,80.55,11112
ASAL,20110616,64,65.4,62.1,64.1,4186
ASHAPURMIN,20110616,21,21.2,20.8,20.9,24462
ASHIMASYN,20110616,6.95,6.95,6.75,6.95,16549
ASHOKA,20110616,254,257.75,254,255.4,773
ASHOKLEY,20110616,51.1,53,50.3,50.55,9071597
ASIANELEC,20110616,11.8,11.8,11.05,11.15,18896
ASIANHOTNR,20110616,205.5,205.5,202.5,203.2,181
ASIANPAINT,20110616,3053.95,3062,3015,3019.25,125044
ASIANTILES,20110616,46.5,47.45,45,45.05,2857
ASSAMCO,20110616,15.9,16.05,15.75,15.8,132197
ASTEC,20110616,46.55,47.5,46,46.5,12067
ASTRAL,20110616,186,186.75,182.35,184.85,25309
ASTRAMICRO,20110616,29.5,30,29.5,29.85,24295
ASTRAZEN,20110616,1361,1383.5,1311,1346.1,368
ATFL,20110616,384,397,384,385.35,6081
ATLANTA,20110616,75.2,76.2,74.1,75.35,301644
ATLASCYCLE,20110616,253.95,277.5,252,263.4,583772
ATNINTER,20110616,1.1,1.35,1.1,1.25,21010
ATUL,20110616,183,190,183,186.35,54734
AURIONPRO,20110616,170,175.4,168,174.15,1919
AUROPHARMA,20110616,176,177.4,174.15,175.35,477054
AUSOMENT,20110616,47.95,47.95,42,42,103
AUSTRAL,20110616,2.95,3,2.95,2.95,201613
AUTOAXLES,20110616,417.05,421.95,416,419.15,1144
AUTOIND,20110616,132.5,136.7,131.05,134.85,20103
AUTOLITIND,20110616,22.25,22.3,22,22,5219
AVANTI,20110616,36.3,36.3,36.25,36.25,535
AVENTIS,20110616,2025,2025,1970.15,2018.7,1097
AVTNPL,20110616,216.3,227.95,210.3,213.8,66028
AXIS-IT&T,20110616,84.4,86,80,80.65,64017
AXISBANK,20110616,1219.95,1230,1205.3,1217.85,2721246
AXISGOLD,20110616,2213.95,2213.95,2201.25,2201.25,44
BAJAJ-AUTO,20110616,1365,1365,1340,1344.95,340304
BAJAJCORP,20110616,109.2,116,109.15,112.45,86515
BAJAJELEC,20110616,256.3,261.9,251.8,256.15,9585
BAJAJFINSV,20110616,548,550,531.15,537.8,63988
BAJAJHIND,20110616,67.05,67.75,66.55,66.9,504298
BAJAJHLDNG,20110616,765,767,761,764.1,40976
BAJFINANCE,20110616,604,649,572.6,581.15,34575
BALAJITELE,20110616,34.2,34.6,34,34.05,20211
BALAMINES,20110616,40.4,40.4,38.4,39.25,3338
BALKRISIND,20110616,148,149.8,144.25,148.35,9440
BALLARPUR,20110616,32.5,33.1,32.5,32.8,174560
BALMLAWRIE,20110616,597.35,597.35,580.15,590.9,3230
BALPHARMA,20110616,29.05,29.5,28.15,29.3,3215
BALRAMCHIN,20110616,60,60.7,59.2,60.15,451536
BANARISUG,20110616,571,571,558,564.55,148
BANCOINDIA,20110616,70,71,68.5,69.65,3729
BANG,20110616,35,35.8,34.3,34.5,4565
BANKBARODA,20110616,853,869.9,832.8,859.3,462595
BANKBEES,20110616,1079,1083,1065.25,1074,301
BANKINDIA,20110616,415.4,417.85,407,408.35,567911
BANSWRAS,20110616,136,137.55,136,136.75,882
BARTRONICS,20110616,66.9,68.45,64.9,65.4,499461
BASF,20110616,608.4,623.8,606.4,613.3,10876
BASML,20110616,95,95,84.8,86.35,3916
BATAINDIA,20110616,556.7,572,555,565.65,1139586
BATLIBOI,20110616,21.7,23.45,21.7,22.75,525
BAYERCROP,20110616,855,894,855,868.3,840
BBL,20110616,939.95,945,920,937.25,3242
BBTC,20110616,410,410,405.2,407.5,395
BEARDSELL,20110616,45,45,45,45,3
BEDMUTHA,20110616,116.9,118.7,116,116.05,18809
BEL,20110616,1680,1685,1667,1679.25,4371
BELLCERATL,20110616,14.15,14.4,14.1,14.4,1049
BEML,20110616,585,585.8,578.1,579.75,24345
BEPL,20110616,32.1,32.1,30.25,30.95,147341
BERGEPAINT,20110616,101.85,104.6,100.5,102.3,133792
BFINVEST,20110616,75.8,75.8,72.15,72.25,3210
BFUTILITIE,20110616,732,735,717.35,721.3,139252
BGRENERGY,20110616,497,504,491.35,498.75,363672
BHAGWATIHO,20110616,87,90.4,86,89.95,370
BHAGYNAGAR,20110616,17.65,17.65,17.25,17.45,13836
BHARATFORG,20110616,305.9,307.2,303.05,305.6,98316
BHARATGEAR,20110616,60.95,60.95,57.5,57.9,5781
BHARATRAS,20110616,118.95,122.8,117,119.65,1194
BHARTIARTL,20110616,375,379.8,367.65,369.65,5402846
BHARTISHIP,20110616,134,134.8,132.3,132.75,53553
BHEL,20110616,1922.9,1948,1915,1938.05,337868
BHUSANSTL,20110616,411.05,422.8,410.3,416.95,468357
BIL,20110616,60,67.5,58,64.5,843299
BILENERGY,20110616,22.7,24,22.7,23.55,6157
BILPOWER,20110616,98.75,101.55,98.75,99.65,3349
BIMETAL,20110616,271.05,271.05,271.05,271.05,69
BINANIIND,20110616,180,183.05,176.05,180.5,70579
BINDALAGRO,20110616,91.3,92.75,90.35,90.7,360327
BIOCON,20110616,364.1,367,360.55,362,299924
BIRLACORPN,20110616,362,374.7,357.5,368.15,1972
BIRLACOT,20110616,0.5,0.55,0.5,0.5,2612910
BIRLAMONEY,20110616,23,23.35,22.35,22.9,4036
BLBLIMITED,20110616,6.15,6.15,5.9,6,3625
BLISSGVS,20110616,23.95,23.95,22.15,22.4,5846
BLKASHYAP,20110616,20.35,20.5,20,20.1,47453
BLUECHIP,20110616,1.2,1.3,1.2,1.25,10584
BLUECOAST,20110616,167.35,167.35,167.35,167.35,3
BLUEDART,20110616,1399.95,1422.5,1387,1395.6,2796
BLUESTARCO,20110616,321,329.5,316,318.05,67881
BLUESTINFO,20110616,93.15,94.4,93.1,93.25,597
BOC,20110616,291.8,294.75,289.05,290.05,9365
BOMDYEING,20110616,367,379.7,360,376.4,598360
BOSCHLTD,20110616,6931.05,6985.9,6925,6958.65,2303
BPCL,20110616,622,632.85,621.1,629.7,564509
BRANDHOUSE,20110616,23.8,24.7,23.8,24.3,96561
BRFL,20110616,288,292,288,288.5,52830
BRIGADE,20110616,79,79,77.15,77.3,26068
BRITANNIA,20110616,461,477,459,471.6,151549
BSL,20110616,24,25.65,24,25.6,604
BSLGOLDETF,20110616,2260.8,2260.8,2245,2245,203
BSTRANSCOM,20110616,136.5,136.5,131,132.15,23133
BURNPUR,20110616,7.5,7.8,7.4,7.65,20024
BVCL,20110616,17.55,17.8,17.3,17.4,2796
CADILAHC,20110616,905,914.1,903,910.85,34007
CAIRN,20110616,332.95,334.85,331.2,332.75,4378322
CALSOFT,20110616,28.3,31.5,27.25,31.4,1528
CAMLIN,20110616,73,73.85,72.65,73.2,266131
CANBK,20110616,509.95,520.4,507.2,510.4,848970
CANDC,20110616,89.05,90.45,86.3,87.35,50383
CANFINHOME,20110616,107.85,109,107.25,107.55,6127
