20MICRONS,20110621,49.85,49.85,46.5,47,11584
3IINFOTECH,20110621,42.9,44.15,42.4,43.2,1035958
3MINDIA,20110621,4000,4020,3900,3970.9,302
A2ZMES,20110621,238.95,261.3,237.65,243.6,1718837
AANJANEYA,20110621,380.9,385.5,371.5,376.7,1441229
AARTIDRUGS,20110621,125.5,128.35,125.5,127.05,816
AARTIIND,20110621,48,48.6,46.05,46.75,20136
AARVEEDEN,20110621,51.5,52.95,51.5,52.95,864
ABAN,20110621,523.95,532.45,514.55,518.9,543759
ABB,20110621,825,837.75,820.05,829.8,28367
ABBOTINDIA,20110621,1459.9,1473.5,1420.1,1459.6,1313
ABCIL,20110621,116.95,119.7,112.5,114.7,4506
ABGSHIP,20110621,358.05,363,336.55,349.95,431826
ABHISHEK,20110621,13.9,14.2,13.7,13.85,9234
ABIRLANUVO,20110621,865,873.9,842.35,848.05,74892
ACC,20110621,940.05,954.4,927,947.85,129339
ACE,20110621,46.9,47.5,46.1,46.9,63405
ACKRUTI,20110621,194.7,194.7,188.3,189.8,11189
ACROPETAL,20110621,18.55,19.1,18.25,18.25,192293
ADANIENT,20110621,660.15,666.9,652.95,662.75,342607
ADANIPOWER,20110621,108.5,109.2,107.2,107.55,391285
ADFFOODS,20110621,64.55,64.9,62.5,62.95,39779
ADHUNIK,20110621,73.8,74.95,72.25,73.5,257709
ADORWELD,20110621,172,172,169.4,170.05,2661
ADSL,20110621,44.55,46.3,42.7,43.45,71207
ADVANIHOTR,20110621,35,37.5,35,35.55,942
ADVANTA,20110621,247.95,291.8,240.1,281.45,1700875
AEGISCHEM,20110621,215.05,216,203.1,204.65,13486
AFL,20110621,41.5,46.8,41,41.6,4167
AFTEK,20110621,14.4,14.75,13.5,13.85,393895
AGCNET,20110621,165.6,165.6,165,165,414
AGRE,20110621,48.25,50.75,47.5,49.15,5829
AGRODUTCH,20110621,11,11.15,10.65,10.7,19150
AHLEAST,20110621,300.05,305,295.05,299.2,595
AHLUCONT,20110621,110.25,117.8,110.15,112.15,1088
AHLWEST,20110621,198,198,185.1,188,114
AHMEDFORGE,20110621,111.45,113.75,110.3,110.75,11039
AIAENG,20110621,364.1,374,364.1,370.7,2749
AJANTPHARM,20110621,300,301,291.2,292.55,20132
AJMERA,20110621,147.5,149,140,143.4,17576
AKSHOPTFBR,20110621,6.75,6.8,6.6,6.65,45527
AKZOINDIA,20110621,914,921,889.95,898.75,4259
ALBK,20110621,194.4,198,187.9,189.25,346972
