20MICRONS,20110704,47.95,50,46.55,47.9,6437
3IINFOTECH,20110704,47.6,48.05,47.15,47.55,664523
3MINDIA,20110704,4150.05,4259,4150.05,4247.35,610
A2ZMES,20110704,254.8,263,251.4,261.6,772284
AANJANEYA,20110704,370.25,384.7,370.25,374,600292
AARTIDRUGS,20110704,135,135,130,131.25,4866
AARTIIND,20110704,48,50,48,49.75,29906
AARVEEDEN,20110704,50.5,51.5,50.1,51.4,1097
ABAN,20110704,515,540,500.45,536.6,2351721
ABB,20110704,856,873.8,856,859.4,93563
ABBOTINDIA,20110704,1441.25,1504.95,1441.25,1473.85,953
ABCIL,20110704,129.4,132.75,123.65,131.25,25081
ABGSHIP,20110704,361.75,371.7,358.5,370.5,499092
ABHISHEK,20110704,14.15,14.5,13.8,14,1141
ABIRLANUVO,20110704,904,923.9,904,909.75,38688
ACC,20110704,969.85,969.85,949.05,953.7,278793
ACE,20110704,48.5,48.7,48.05,48.3,52547
ACKRUTI,20110704,200.1,204.5,198,200.5,146338
ACROPETAL,20110704,17.3,17.65,17,17.05,584084
ADANIENT,20110704,703.95,716.5,702.45,708.5,151311
ADANIPOWER,20110704,110.25,111.25,109.7,109.9,490511
ADFFOODS,20110704,67.05,69.9,67,68.75,17954
ADHUNIK,20110704,83.65,84.8,83.65,84.1,22217
ADORWELD,20110704,175.8,176.1,172.7,175.9,1618
ADSL,20110704,41.5,43.2,41.5,43.2,80510
ADVANIHOTR,20110704,36,36.85,36,36,3520
ADVANTA,20110704,261,264.8,257.65,261.25,108266
AEGISCHEM,20110704,224.2,227.95,220.2,221.6,9879
AFL,20110704,42.5,42.5,41.65,41.75,1341
AFTEK,20110704,14.15,14.75,14.05,14.25,202504
AGCNET,20110704,165.2,172,165.2,166.8,268
AGRE,20110704,51.4,52.35,50.1,51.55,111667
AGRODUTCH,20110704,11.7,11.75,11.45,11.75,40602
AHLEAST,20110704,305.25,323,305,308.5,396
AHLUCONT,20110704,112.45,116,111.25,115.35,12685
AHLWEST,20110704,193.5,196.95,190.95,195.8,1325
AHMEDFORGE,20110704,116,122.5,116,121.35,172757
AIAENG,20110704,376.9,380,363,367.3,4759
AJANTPHARM,20110704,305.8,306.95,303,304.8,6866
AJMERA,20110704,148.6,158.9,148.6,155.75,84043
AKSHOPTFBR,20110704,6.8,6.9,6.75,6.85,44666
AKZOINDIA,20110704,900,938,899.5,919.95,13844
ALBK,20110704,197.5,199.5,195.5,198.55,508944
ALCHEM,20110704,230.05,231.7,229,229.25,105160
ALEMBICLTD,20110704,19.2,19.7,19.1,19.55,41975
ALFALAVAL,20110704,1500,1534.95,1500,1521.1,2459
ALKALI,20110704,52.65,53.3,51.7,52.5,19546
ALKYLAMINE,20110704,80.15,85,80.15,84.05,1009
ALLCARGO,20110704,177,177,168.1,169.7,1440
ALLSEC,20110704,19,19.35,17.5,19.15,2110
ALMONDZ,20110704,27.75,27.75,27,27.05,505
ALOKTEXT,20110704,26.25,26.35,25.85,26,4744272
ALPA,20110704,10,10.25,9.6,9.7,2921
ALPHAGEO,20110704,100.45,101.9,98,99.3,2774
ALPSINDUS,20110704,3.6,3.6,3.35,3.35,27377
AMAR,20110704,100.4,100.4,96.5,97,149524
AMARAJABAT,20110704,225,227.5,222.75,226.8,17893
AMARJOTHI,20110704,63.1,63.1,63.05,63.05,745
AMBIKCO,20110704,173.1,184,173.1,180.85,4095
AMBUJACEM,20110704,131.15,132.25,128.7,129.2,1398298
AMDIND,20110704,18.4,19.9,15.25,17.3,3109
AMLSTEEL,20110704,15.25,15.9,15.25,15.5,949
AMRUTANJAN,20110704,731.5,738,724,727.35,44918
AMTEKAUTO,20110704,164.75,164.75,160.3,161.2,151360
AMTEKINDIA,20110704,84.5,86.85,84.5,85.35,222414
ANANTRAJ,20110704,63.7,73.75,63.3,70.9,2049146
ANDHRABANK,20110704,133.5,135.5,133,134.6,1013286
ANDHRACEMT,20110704,11.4,11.45,11,11.2,79802
ANDHRSUGAR,20110704,97,97.5,95.75,96.85,13453
ANGIND,20110704,23.45,23.65,22,23.65,8133
ANIKINDS,20110704,37.6,38.7,36.8,38.7,309
ANKURDRUGS,20110704,42.2,42.2,41,41.25,38738
ANSALAPI,20110704,42.8,45.3,42.5,45.05,431235
ANSALHSG,20110704,41.5,43.3,40.35,42.75,11281
ANTGRAPHIC,20110704,0.25,0.3,0.25,0.3,31860
APARINDS,20110704,239.9,239.9,223,227.45,5807
APCOTEXIND,20110704,180,181.75,173.65,177.4,1728
APIL,20110704,528.2,543,522.5,536.7,280330
APOLLOHOSP,20110704,481.6,503.7,477,497.15,104209
APOLLOTYRE,20110704,79.65,80.35,78.1,79,1359693
APPAPER,20110704,372.35,373,368,370.5,55199
APTECHT,20110704,95.65,97.75,94.65,95.5,291958
AQUA,20110704,15.85,16.2,15.7,16,189240
ARCHIDPLY,20110704,13.8,14,13.25,13.7,2380
ARCHIES,20110704,41,41,40.35,40.5,19118
AREVAT&D,20110704,261.5,263.9,258.1,260.95,71898
ARIES,20110704,107,107.5,103.35,104.5,3845
ARIHANT,20110704,57.95,60,56,57.7,731
ARL,20110704,2.35,2.35,2.3,2.3,75588
AROGRANITE,20110704,38.85,41,38.85,41,917
ARROWTEX,20110704,12.5,12.75,12,12.25,3559
ARSHIYA,20110704,147.5,149.75,142.25,143.95,40135
ARSSINFRA,20110704,451.7,456,447,450.85,224968
ARVIND,20110704,83,84.15,82.25,82.75,1625518
ASAHIINDIA,20110704,82.9,83.75,81.4,82.75,21057
ASAL,20110704,68.25,68.25,66.4,66.75,3607
ASHAPURMIN,20110704,20.75,20.8,19.85,20,70350
ASHCONIUL,20110704,2.7,2.8,2.7,2.75,953
ASHIANA,20110704,142.05,150,138.05,146.4,6531
ASHOKA,20110704,261.5,278,261.5,274.9,2812
ASHOKLEY,20110704,48.6,49.95,48.2,49.8,3116929
ASIANELEC,20110704,10,10.45,9.95,10,53839
ASIANHOTNR,20110704,212.5,221.55,212.45,216.95,3425
ASIANPAINT,20110704,3341.15,3368.8,3283.55,3296.65,94565
ASIANTILES,20110704,43.75,44.95,43,43,25303
ASIL,20110704,2.65,2.65,2.6,2.6,1000
ASSAMCO,20110704,15.15,15.9,14.95,15.6,520234
ASTEC,20110704,41,41.55,40.1,40.1,43745
ASTERSILI,20110704,23,23.55,22.75,23.15,12683
ASTRAL,20110704,189.3,193.95,186,189.05,5217
ASTRAMICRO,20110704,29,30.9,29,30.55,201297
ASTRAZEN,20110704,1288.25,1299.9,1280,1289.3,273
ATFL,20110704,391,391,383.2,386.45,2487
ATLANTA,20110704,84.35,86.2,84,84.6,244959
ATLASCYCLE,20110704,268.75,279,268.05,272.75,144657
ATNINTER,20110704,1.1,1.25,1.1,1.2,1702
ATUL,20110704,181.95,188,180,185.9,45852
AURIONPRO,20110704,164,164,154,155.35,4391
AUROPHARMA,20110704,172,176.9,170.6,174.95,807548
AUSOMENT,20110704,40.5,40.5,40.5,40.5,1000
AUSTRAL,20110704,2.75,2.8,2.7,2.75,283535
AUTOAXLES,20110704,427,429,424,424,501
AUTOIND,20110704,169,169,160.1,166,75871
AUTOLITIND,20110704,22,22.5,22,22.4,7135
AVENTIS,20110704,2046.6,2050,2025,2030.4,50315
AVTNPL,20110704,267,273.7,265.4,268,30101
AXIS-IT&T,20110704,81,89.8,81,84.1,36910
AXISBANK,20110704,1323.9,1337.7,1312.55,1334.2,878836
AXISGOLD,20110704,2158.95,2167,2150,2153.1,305
BAGFILMS,20110704,6.95,7.05,6.9,6.95,59432
BAJAJ-AUTO,20110704,1452.8,1452.8,1420,1424.45,176103
BAJAJCORP,20110704,118,120,116.15,116.8,15604
BAJAJELEC,20110704,247.7,266,245.3,259.4,214818
BAJAJFINSV,20110704,516,524.9,511.1,517.25,101731
BAJAJHIND,20110704,72.25,74.95,72.25,74.35,1587444
BAJAJHLDNG,20110704,735,744.9,735,741.1,135012
BAJFINANCE,20110704,621,635,621,628.6,19118
BALAJITELE,20110704,32.45,32.65,32.3,32.5,30358
BALAMINES,20110704,38,39.8,38,39.55,10393
BALKRISIND,20110704,160,161.4,156.05,156.75,8477
BALLARPUR,20110704,33.5,33.55,32.5,32.75,122237
BALMLAWRIE,20110704,608,615,603.6,613.25,4524
BALPHARMA,20110704,28,29.4,27.7,27.9,1032
BALRAMCHIN,20110704,63,65.5,63,65.05,2504108
BANARISUG,20110704,576,594.85,575,593.85,827
BANCOINDIA,20110704,72,72.7,71.25,72.55,6517
BANG,20110704,37,37,35.45,35.9,41116
BANKBARODA,20110704,879.95,889,871.1,883.8,228123
BANKBEES,20110704,1142,1150,1139,1143.64,631
BANKINDIA,20110704,423.9,423.9,415,415.6,413155
BANSWRAS,20110704,130.15,130.6,130,130,1242
BARTRONICS,20110704,63.75,63.75,62.65,63.05,78633
BASF,20110704,623,625.9,617.25,620.75,4106
BASML,20110704,86.5,89,85.95,88.35,1246
BATAINDIA,20110704,615,617.75,605.7,611.15,951677
BATLIBOI,20110704,21,21.45,21,21,2972
BAYERCROP,20110704,840.6,894,840.6,889.65,8959
BBL,20110704,875,895.55,875,886.75,1999
BBTC,20110704,405,424,404.1,416.15,3866
BECREL,20110704,11.25,12.15,11.2,11.3,450
BEDMUTHA,20110704,125.5,136.9,125.5,133.1,944486
BEL,20110704,1635,1663,1626,1659.8,59683
BELLCERATL,20110704,13.8,15,13.65,14.95,337
BEML,20110704,594,598.75,588,594.45,38182
BEPL,20110704,29,31.9,29,29.95,5645
BERGEPAINT,20110704,100.8,103.2,98.35,99.55,237192
BFINVEST,20110704,62.55,65.4,60.95,63.8,9860
BFUTILITIE,20110704,686.9,708.45,685.4,704.7,332698
BGRENERGY,20110704,470.25,478.5,469.1,474.25,347912
BHAGWATIHO,20110704,104.4,106.3,102.2,103.1,77992
BHAGYNAGAR,20110704,19.5,22,19.5,20.2,118261
BHARATFORG,20110704,307,313.8,306.2,310.85,623000
BHARATGEAR,20110704,56.45,57.1,55.6,56.75,2306
BHARATRAS,20110704,114,114.8,114,114.8,555
BHARTIARTL,20110704,385.5,388.3,383,384.3,3974708
BHARTISHIP,20110704,130.75,132,129.05,130.45,159796
BHEL,20110704,2068.8,2075,2032,2047.05,254302
BHUSANSTL,20110704,440.05,444.7,439.25,441.85,170357
BIL,20110704,55.05,59,55.05,57.05,16744
BILENERGY,20110704,25.9,29.25,24.3,28.9,222711
BILPOWER,20110704,93,94.8,93,93.7,973
BIMETAL,20110704,319,319,300.25,310.35,465
BINANIIND,20110704,171,173.4,169,169.9,33183
