20MICRONS,20110601,51.2,51.2,47.15,47.9,53125
3IINFOTECH,20110601,46.85,49.75,46.7,49.3,3014825
3MINDIA,20110601,3990,4000,3931.15,3961.95,933
A2ZMES,20110601,238,241,235.15,237.55,42306
AANJANEYA,20110601,322.7,339.8,318.2,322,4746694
AARTIDRUGS,20110601,132,135.35,132,133.2,2388
AARTIIND,20110601,52.55,53.45,52.05,52.4,10371
AARVEEDEN,20110601,53.45,62,53,58.05,24400
ABAN,20110601,592,601,588,591.7,652388
ABB,20110601,873.95,873.95,855.8,862.35,31379
ABBOTINDIA,20110601,1440,1444.3,1425,1432.7,464
ABCIL,20110601,115.95,116,114.5,115.95,3225
ABGSHIP,20110601,383.8,388.85,380.1,382.45,293881
ABHISHEK,20110601,16.05,16.1,15.1,15.3,11772
ABIRLANUVO,20110601,901.05,938,895.2,926.65,218443
ACC,20110601,1030,1048,1030,1043.8,390695
ACE,20110601,43.85,46,43.85,45.55,84252
ACKRUTI,20110601,205.75,209.7,204.55,205.5,5466
ACROPETAL,20110601,22.05,22.9,21.6,22.05,752999
ADANIENT,20110601,644.4,645.65,630.6,635.9,105926
ADANIPOWER,20110601,116.2,116.2,115.15,115.55,418242
ADFFOODS,20110601,57.25,57.95,55.8,56.95,1965
ADHUNIK,20110601,86.7,86.7,84.2,84.65,66441
ADORWELD,20110601,167.5,172.75,167.5,171.15,1579
ADSL,20110601,51,51.7,50.25,51.1,81794
ADVANIHOTR,20110601,36,36.9,35.65,36.05,934
ADVANTA,20110601,214,220.5,214,217.9,19929
AEGISCHEM,20110601,230.5,233.9,228.05,230.75,12717
AFL,20110601,44,45.4,44,44.9,27328
AFTEK,20110601,13.7,13.95,13.3,13.5,141431
AGCNET,20110601,168.65,168.65,163,163.15,150
AHLEAST,20110601,296,310,296,308.9,1412
AHLUCONT,20110601,114.5,119.25,114.5,118.45,13779
AHLWEST,20110601,191.65,191.95,185.4,189.1,409
AHMEDFORGE,20110601,119.6,125,119.5,122.15,24111
AIAENG,20110601,367.95,369.5,362,366.7,29308
AJANTPHARM,20110601,279.7,279.7,274.5,275.85,22441
AJMERA,20110601,160,161,156.55,157.75,10360
AKZOINDIA,20110601,855.4,868,849,864.35,3690
ALBK,20110601,199.85,201.9,197.7,200.15,496634
ALCHEM,20110601,231.25,232,230.95,231.4,109667
ALEMBICLTD,20110601,20.4,20.4,19.9,20,73358
ALFALAVAL,20110601,1515,1543.8,1475,1478.75,887
ALKALI,20110601,51,53,50.65,51.75,22122
ALKYLAMINE,20110601,81.55,81.55,81.55,81.55,8
ALLCARGO,20110601,165.3,172.7,163.55,169.15,8288
ALLSEC,20110601,22,24.9,21.8,22.6,6871
ALOKTEXT,20110601,26.35,27.15,26.05,26.75,15170680
ALPA,20110601,10.85,10.95,10.5,10.85,2336
ALPHAGEO,20110601,105,107.9,99.05,103.5,3558
AMAR,20110601,109.5,110.8,108.5,110,126903
AMARAJABAT,20110601,210.9,214.9,210,211.65,37969
AMARJOTHI,20110601,64.7,64.7,63,63.25,387
AMBIKCO,20110601,197,200,193,194.7,2956
AMBUJACEM,20110601,138.75,143.9,138.5,143.2,1177912
AMDIND,20110601,16.9,18.1,16.9,18,13062
AMLSTEEL,20110601,18.5,18.5,16.8,17.15,1602
AMRUTANJAN,20110601,722.8,742,712.55,730,83295
AMTEKAUTO,20110601,171,171.9,169.5,170.95,172752
AMTEKINDIA,20110601,87,87.9,85.65,86.1,205477
ANANTRAJ,20110601,68.75,75.7,68.1,70.2,1618062
ANDHRABANK,20110601,143.05,144.9,142.5,144.35,304027
ANDHRACEMT,20110601,12.3,12.9,12.3,12.8,39207
ANDHRSUGAR,20110601,95,98,94.55,97.25,12772
ANIKINDS,20110601,38.25,39.5,38.25,39.45,156
