20MICRONS,20111017,62,62,55.55,57.05,121537
3IINFOTECH,20111017,26.7,27.05,26.3,26.4,484179
3MINDIA,20111017,4285,4389.95,4285,4355.35,360
A2ZMES,20111017,198.7,198.7,191,191.6,94189
AANJANEYA,20111017,416.6,416.65,402,403.9,52571
AARTIDRUGS,20111017,97,104.95,97,99.9,1554
AARTIIND,20111017,46.2,46.95,46.2,46.35,5225
AARVEEDEN,20111017,35.35,36,33.3,34,4034
ABAN,20111017,408.9,413.95,403,405.75,630677
ABB,20111017,665.1,695,665.1,678.4,76856
ABBOTINDIA,20111017,1456.05,1460,1431.55,1437.35,942
ABCIL,20111017,96,99.9,95.35,96.05,815
ABGSHIP,20111017,407.05,407.1,400,405.15,127418
ABHISHEK,20111017,9.75,9.75,9.3,9.3,350
ABIRLANUVO,20111017,889.9,898.95,882.55,887.4,53110
ACC,20111017,1119.75,1121.4,1101.55,1111.5,166197
ACE,20111017,42.1,42.95,40.9,41.5,91750
ACKRUTI,20111017,191,194.9,190.1,193.25,2358
ACROPETAL,20111017,15.1,15.45,14.2,14.55,339536
ADANIENT,20111017,473.9,477.95,464.3,466.2,222500
ADANIPOWER,20111017,83.9,84.5,82,82.35,169813
ADFFOODS,20111017,56.65,57.5,56.2,56.9,5543
ADHUNIK,20111017,53,55.5,50.35,53.55,103467
ADORWELD,20111017,145.2,148.5,145.2,146.55,2476
ADSL,20111017,30,30,28.4,28.75,48887
ADVANIHOTR,20111017,35,35.05,34.2,35.05,1955
ADVANTA,20111017,397.95,413,397.95,403.2,86611
AEGISCHEM,20111017,184.1,186,182.75,183.3,4106
AFL,20111017,42.35,43.5,40.5,42.3,11726
AFTEK,20111017,11.1,11.45,11.1,11.2,50422
AGCNET,20111017,147,147,144,144.75,5858
AGRE,20111017,39,41,38.1,40.55,758
AGRODUTCH,20111017,6.95,7.1,6.7,6.8,15953
AHLEAST,20111017,301.05,305,300.2,300.55,2730
AHLUCONT,20111017,113,113,102.5,104.55,2982
AHLWEST,20111017,154.25,154.25,142.05,147.7,264
AHMEDFORGE,20111017,106.4,106.4,102.05,102.85,2864
AIAENG,20111017,311,311.95,308.1,310.05,13299
AJANTPHARM,20111017,305,309.9,304,305.9,3096
AJMERA,20111017,121.1,121.1,117.35,118.6,14508
AKSHOPTFBR,20111017,6.5,6.5,6.2,6.3,5299
AKZOINDIA,20111017,920,927.95,908,913.35,1637
ALBK,20111017,156.8,156.8,153.5,153.85,299189
ALCHEM,20111017,258.5,258.85,258.05,258.5,104344
ALEMBICLTD,20111017,18.5,18.75,18.25,18.3,21716
ALFALAVAL,20111017,2238.15,2275,2202.2,2253.65,7838
ALKALI,20111017,38.6,39.1,38.25,38.5,2842
ALKYLAMINE,20111017,90,90,82.1,84.5,367
ALLCARGO,20111017,143.5,144.95,140.25,141.9,1189
ALLSEC,20111017,13.95,13.95,13.25,13.75,496
ALMONDZ,20111017,22.25,23.75,22.25,23.6,4238
ALOKTEXT,20111017,19.55,19.95,19.25,19.45,3012436
ALPA,20111017,8.05,8.5,8,8.1,2640
ALPHAGEO,20111017,89,91.5,89,90.85,141
AMAR,20111017,114,115.95,114,114.75,37138
AMARAJABAT,20111017,209.6,213.9,205,206.4,17696
AMBIKCO,20111017,179.5,184.45,176,180.45,1875
AMBUJACEM,20111017,149.15,153.7,147.9,152.85,1842415
AMDIND,20111017,19.65,19.65,18.65,18.7,1889
AMLSTEEL,20111017,20.45,20.45,19,20.45,2340
AMRUTANJAN,20111017,773.25,786.8,765.1,768.4,37673
AMTEKAUTO,20111017,137.05,142.35,133.85,141.3,309011
AMTEKINDIA,20111017,137.8,139.4,136,137.85,22567
ANANTRAJ,20111017,53.4,53.4,49.7,49.9,881747
ANDHRABANK,20111017,123.05,123.05,120.65,121.2,114551
ANDHRSUGAR,20111017,98,100.25,98,99.95,9116
ANGIND,20111017,21,21,19.05,19.5,1791
ANIKINDS,20111017,36,36,32.35,34.75,438
ANSALAPI,20111017,35,35.25,34.35,35,69859
ANSALHSG,20111017,37.5,39.2,37.15,37.7,3255
APARINDS,20111017,150.15,153.7,148.55,150.25,1001
APCOTEXIND,20111017,173.85,173.85,165.75,166.15,497
APIL,20111017,549.45,551.4,538,540.1,20480
APLAB,20111017,29.15,31.5,29.15,29.6,108
APLLTD,20111017,39.25,41,39.25,40.8,34243
APOLLOHOSP,20111017,504,505.9,503,504.05,16578
APOLLOTYRE,20111017,57.2,57.2,55.5,55.75,1055626
APPAPER,20111017,167.7,167.85,156.55,161.95,34723
APTECHT,20111017,116.3,122.4,115.4,121,1322192
AQUA,20111017,13.65,14.5,13.3,14.2,27854
ARCHIES,20111017,39.5,39.5,38.3,38.5,18948
