20MICRONS,20111213,59.15,59.15,57.6,58.7,111852
3IINFOTECH,20111213,17.5,19.05,17.25,18.75,2723707
3MINDIA,20111213,3650,3673.6,3601.6,3627.75,103
A2ZMES,20111213,114.4,119.65,113.6,116.75,89341
AANJANEYA,20111213,437.05,454,426.95,446.75,53054
AARTIDRUGS,20111213,81.85,81.85,77.65,79.15,289
AARTIIND,20111213,48,48.5,47.3,47.8,68844
AARVEEDEN,20111213,32.65,32.65,31.7,31.7,54
ABAN,20111213,347.4,364.7,342.45,360.05,769442
ABB,20111213,580.2,601,576.35,596.5,64962
ABBOTINDIA,20111213,1460.95,1480,1451.05,1453.5,235
ABCIL,20111213,78.9,78.9,73,73.35,1172
ABGSHIP,20111213,417,424.05,412.35,420.8,32614
ABHISHEK,20111213,7.05,7.9,6.95,7.85,8525
ABIRLANUVO,20111213,880.2,893.1,871,878.2,44017
ACC,20111213,1110,1146.85,1101.1,1136.05,163015
ACE,20111213,35.2,35.9,34.1,35.15,139706
ACROPETAL,20111213,13.65,13.8,13.3,13.45,137770
ADANIENT,20111213,310.9,327.5,307.05,321.3,780072
ADANIPOWER,20111213,71.7,72.8,70.2,72.15,122126
ADFFOODS,20111213,49.75,49.75,46.05,49,2439
ADHUNIK,20111213,38.45,38.95,36.35,37.7,61525
ADORWELD,20111213,121.85,121.85,119.05,120.1,785
ADSL,20111213,24,24,22.5,22.9,43935
ADVANIHOTR,20111213,34.25,34.5,33.35,33.55,1802
ADVANTA,20111213,302.15,314,286.75,294.85,224380
AEGISCHEM,20111213,134.8,136.5,132.25,134.5,2588
AFL,20111213,36.5,37.45,35,36.8,2606
AFTEK,20111213,10.2,10.6,10.2,10.35,38994
AGCNET,20111213,134.95,137.8,130,137.5,1878
AGRE,20111213,36.65,37.95,36.1,36.75,665
AGRODUTCH,20111213,6,6.25,5.95,6.15,8957
AHLEAST,20111213,264.05,275.1,264,275,60258
AHLUCONT,20111213,67,67,62.5,63.25,2117
AHLWEST,20111213,133,135.8,132,132.3,276
AHMEDFORGE,20111213,90.4,92.5,90.4,91,10053
AIAENG,20111213,270,284.9,270,280,16066
AJANTPHARM,20111213,317,323,310.15,316.05,8259
AJMERA,20111213,102.1,103,100.1,101.65,5416
AKSHOPTFBR,20111213,6.45,6.95,6.45,6.9,89630
AKZOINDIA,20111213,770.05,790,770.05,780.1,3749
ALBK,20111213,152,154,148.35,150.7,619756
ALCHEM,20111213,256.85,257.8,255.75,256.35,107089
ALEMBICLTD,20111213,16,16.1,15.5,15.6,12387
ALFALAVAL,20111213,2170,2229.85,2056.3,2170.9,1908
ALICON,20111213,64.9,65.1,64.9,65.1,20
ALKALI,20111213,32.8,33.8,30.4,31.75,3581
ALKYLAMINE,20111213,90.1,90.1,89.15,89.15,111
ALLCARGO,20111213,135.95,136,133.2,135.05,25260
ALLSEC,20111213,12,12.4,11,11.95,1310
ALMONDZ,20111213,16.15,17.85,15.25,15.75,1149
ALOKTEXT,20111213,19.35,20.15,19.25,19.9,7884758
ALPA,20111213,7.2,7.2,6.65,6.7,3025
ALPHAGEO,20111213,61.5,64,60.15,61.2,2181
ALPSINDUS,20111213,2.4,2.4,2.25,2.35,7264
AMAR,20111213,124,125.4,122.8,123.9,145983
AMARAJABAT,20111213,208.3,218.6,202.3,203.4,24583
AMARJOTHI,20111213,47,48.5,45.5,48,354
AMBIKCO,20111213,163.6,163.6,157.8,160.45,1148
AMBUJACEM,20111213,151.5,155.4,148.4,150.6,1872049
AMDIND,20111213,14.5,15,14,14.5,31564
AMLSTEEL,20111213,14.1,14.1,13.85,13.85,101
AMRUTANJAN,20111213,667.3,673.9,658,665.45,29535
AMTEKAUTO,20111213,110.95,110.95,100.4,102.05,409326
AMTEKINDIA,20111213,89.9,92,87.2,89.85,308900
ANANTRAJ,20111213,47.55,48.05,46.9,47.25,101032
ANDHRABANK,20111213,94.05,94.45,92.1,93.2,302858
ANDHRSUGAR,20111213,112,113.9,110,111,11552
ANGIND,20111213,19.4,19.4,16.5,17.1,1852
ANIKINDS,20111213,28,28.05,27.05,28.05,153
ANKURDRUGS,20111213,22,22,20.45,20.5,8173
ANSALAPI,20111213,25.2,26.2,25.2,25.95,58188
ANSALHSG,20111213,33.1,34.4,33.1,33.55,9720
ANTGRAPHIC,20111213,0.2,0.2,0.15,0.2,63605
APARINDS,20111213,129.8,129.8,127.1,128.5,490
APCOTEXIND,20111213,140.1,140.1,135.1,137.8,831
APIL,20111213,348.45,363.85,346.3,359.05,65539
APLLTD,20111213,38.65,40.45,38.55,39.95,11362
APOLLOHOSP,20111213,620,629.9,565.2,573.45,631675
APOLLOTYRE,20111213,59.55,61,58.15,60.25,2663374
APPAPER,20111213,160.45,163.4,159,160,95031
APTECHT,20111213,87.8,89,85.2,87,210404
AQUA,20111213,12.8,13.1,12.4,12.6,242549
ARCHIDPLY,20111213,15.6,15.6,15.05,15.35,8052
ARCHIES,20111213,29.15,29.55,28.35,29,51932
AREVAT&D,20111213,190.05,201.75,182.6,197.2,519986
ARIES,20111213,79,80,77.2,78.8,2965
ARL,20111213,1.9,1.95,1.85,1.85,120391
ARROWTEX,20111213,7,8,7,7.1,1981
ARSHIYA,20111213,134.4,135.4,129,132.2,28461
ARSSINFRA,20111213,161.95,165,149.75,149.75,397982
ARVIND,20111213,80,81.2,77.85,79.8,2218524
ASAHIINDIA,20111213,58.05,58.4,56.1,56.8,4651
ASAHISONG,20111213,79.3,84.25,79.3,82.15,4631
ASAL,20111213,42,43.8,41,41.85,328
ASHAPURMIN,20111213,13.75,16.85,13.75,16.45,151320
ASHIANA,20111213,142,144.8,141.05,142,1414
ASHIMASYN,20111213,4,4.2,4,4.2,85
ASHOKA,20111213,194,196,185,189,547
ASHOKLEY,20111213,25.15,25.15,24.35,24.9,2252803
ASIANELEC,20111213,6.05,6.35,6,6.2,13035
ASIANHOTNR,20111213,170,170.05,169.3,169.75,159
ASIANPAINT,20111213,2807.1,2858.5,2782.15,2803.7,114599
ASIANTILES,20111213,37.9,38,35.35,35.95,444
ASIL,20111213,2,2,2,2,5
ASSAMCO,20111213,7.4,7.45,7,7,318305
ASTEC,20111213,29.5,31.5,29,30.4,1169
ASTERSILI,20111213,9.7,10,9.6,9.9,797
ASTRAL,20111213,137.25,139.85,134,134.35,17437
ASTRAMICRO,20111213,35,36.85,34.35,36.45,22905
ASTRAZEN,20111213,1259,1267,1251,1259.65,411
ATFL,20111213,388.9,390.6,381.85,387.7,6328
ATLANTA,20111213,59.5,59.85,56.55,59.1,81669
ATLASCYCLE,20111213,272,274,267.4,269.45,12084
ATNINTER,20111213,0.85,0.9,0.85,0.9,9657
ATUL,20111213,168.5,169,164.2,165.75,7790
AURIONPRO,20111213,126,126,109.2,114,215
AUROPHARMA,20111213,91.6,94.5,90.6,93.65,1074596
AUSOMENT,20111213,31.5,31.5,31.5,31.5,100
AUSTRAL,20111213,1.55,1.55,1.55,1.55,27734
AUTOAXLES,20111213,345.15,350,344.5,345.25,162
AUTOIND,20111213,102,102.95,96,97.25,115581
AUTOLITIND,20111213,15,15.85,14.75,15.3,842
AVENTIS,20111213,2216.05,2255,2216.05,2244.35,5767
AVTNPL,20111213,286.6,302.5,286.6,300.3,1800
AXIS-IT&T,20111213,77,78.9,75.45,76.65,7065
AXISBANK,20111213,962,974,940.35,959.9,2545664
AXISGOLD,20111213,2810,2838.45,2802.65,2828.45,174
BAGFILMS,20111213,4.25,4.3,4.1,4.25,33457
BAJAJ-AUTO,20111213,1612.35,1668,1612.35,1659.85,312977
BAJAJCORP,20111213,105,105,101.25,101.95,516729
BAJAJELEC,20111213,166.3,171.7,163.1,167.5,14337
BAJAJFINSV,20111213,414.6,421.2,401.05,404.6,247821
BAJAJHIND,20111213,25,26.85,25,26.65,1167453
BAJAJHLDNG,20111213,695.1,704,681.15,690,45049
BAJFINANCE,20111213,643,658.95,632.15,652.7,14003
BALAJITELE,20111213,31.5,31.5,30.2,30.8,85899
BALAMINES,20111213,38.2,38.2,36.2,36.95,1926
BALKRISIND,20111213,162,168,159.5,161.45,65905
BALLARPUR,20111213,21.8,21.8,21.35,21.5,157267
BALMLAWRIE,20111213,520,529,515.3,522.85,1985
BALPHARMA,20111213,18,18.9,18,18.25,651
BALRAMCHIN,20111213,40.6,41.8,39.65,39.85,744938
BANARISUG,20111213,508,509,505,505,315
BANCOINDIA,20111213,65,65.5,64,64.8,3354
BANG,20111213,18.5,19,17.35,17.7,796
BANKBARODA,20111213,712,727.6,700.05,718.4,308882
BANKBEES,20111213,861,869.2,855,862.55,1225
BANKINDIA,20111213,329.95,335.75,320.1,324.4,387920
BANSWRAS,20111213,75.5,75.5,70.55,72.1,22443
BARTRONICS,20111213,35.5,37.35,34.5,34.95,226720
BASF,20111213,511,511,483,497.65,9350
BASML,20111213,60,61.3,60,60,2786
BATAINDIA,20111213,543.2,604.85,539,595.5,567726
BATLIBOI,20111213,15,15,14.9,14.9,2
BAYERCROP,20111213,762.8,775,752.3,773.6,1935
BBL,20111213,592,597.8,588,592,705
BBTC,20111213,371.1,371.35,368,368.6,643
BECREL,20111213,7.7,7.7,7.7,7.7,75
BEDMUTHA,20111213,46.15,46.3,44.55,44.95,69520
BEL,20111213,1509.95,1524.95,1474,1488.65,52850
BELLCERATL,20111213,9.35,10.85,9.35,10.85,877
BEML,20111213,482.15,487.9,475.2,480.1,35253
BEPL,20111213,21,22.2,21,22,2931
BERGEPAINT,20111213,97.35,98.65,96.25,97.05,34937
BFINVEST,20111213,47.8,48.5,45.5,46.75,166903
BFUTILITIE,20111213,341.5,344.45,324.6,333.9,296227
BGLOBAL,20111213,10.1,10.45,9.65,9.85,47677
BGRENERGY,20111213,220,224,210,214.4,955726
BHAGWATIHO,20111213,67,69,65.7,68.05,356
BHAGYNAGAR,20111213,16.95,17.8,16.75,17.6,24379
BHARATFORG,20111213,255.1,257.25,251,253.6,374536
BHARATGEAR,20111213,44.8,45,43.05,43.15,2864
BHARATRAS,20111213,119.95,119.95,112.35,112.4,55
BHARTIARTL,20111213,339.6,350.8,336.95,345.85,6110761
BHARTISHIP,20111213,80.4,81.75,79,81.05,70970
BHEL,20111213,255,263,251.7,260.45,4100033
BHUSANSTL,20111213,300.15,307.5,297,305.6,276396
BIL,20111213,57.85,60.95,57.85,58.35,4108
BILENERGY,20111213,60,60,59.6,59.65,153
BILPOWER,20111213,63.05,65.25,61.3,63,501
BIMETAL,20111213,252,257.8,240,243.7,285
BINANIIND,20111213,97.4,99.9,95.1,97.4,7009
BINDALAGRO,20111213,59.9,60.4,59.9,60.05,86470
BIOCON,20111213,309.95,309.95,300,302.75,390479
BIRLACORPN,20111213,251.6,262.7,251.6,256.4,1733
BIRLACOT,20111213,0.35,0.35,0.3,0.35,758716
BIRLAERIC,20111213,10.55,11.5,10.55,10.85,522
BIRLAMONEY,20111213,14.3,14.3,13,13.15,5874
BIRLAPOWER,20111213,0.55,0.6,0.55,0.6,683167
BLBLIMITED,20111213,3.45,3.45,3.45,3.45,1885
BLISSGVS,20111213,23.7,24,23.25,23.8,9703
BLKASHYAP,20111213,9.9,10.9,9.85,10.75,105183
BLUECHIP,20111213,1,1,0.95,0.95,1454
BLUEDART,20111213,1472,1489.75,1444.05,1472.3,1025
BLUESTARCO,20111213,169.05,171.4,167,169.85,11533
BLUESTINFO,20111213,68.5,70,68.5,70,1671
BOC,20111213,280,295,280,289.55,12591
BODALCHEM,20111213,13.95,14.5,13.8,13.8,2205
BOMDYEING,20111213,381,392.5,375.6,386.8,126528
BOSCHLTD,20111213,6815,6850,6775,6840.75,1091
BPCL,20111213,536,547.8,533,541,375457
BPL,20111213,17.65,18.3,15.2,17.65,63973
BRANDHOUSE,20111213,11.6,12.25,11.6,11.7,20385
BRFL,20111213,239,246,239,242.75,103003
BRIGADE,20111213,48.4,49.7,47.25,48.2,7485
BRITANNIA,20111213,455,466,454,460,22239
BROADCAST,20111213,6.6,6.6,6.45,6.45,1620
BROOKS,20111213,15.1,15.7,14.7,15.1,27012
BSELINFRA,20111213,3,3.15,3,3,21924
BSL,20111213,20.75,20.75,18.25,18.95,1360
BSLGOLDETF,20111213,2880,2887.45,2850,2853,233
BSLNIFTY,20111213,46.61,47.87,46.32,46.7,727
BSTRANSCOM,20111213,120,122,118.6,120.75,8385
BURNPUR,20111213,7,7,6.75,6.8,8631
BVCL,20111213,12.55,13.05,12.55,12.65,143
CADILAHC,20111213,695.5,706,695.5,703.85,7482
CAIRN,20111213,299.05,309.4,294.7,307.65,1097749
CALSOFT,20111213,19.05,20.05,19.05,19.35,301
CAMBRIDGE,20111213,15.55,16.8,15.05,16.55,1948
CAMLIN,20111213,34.5,35.2,34.1,34.65,44471
CANBK,20111213,421.05,421.05,409.35,413.1,644742
CANDC,20111213,98.95,98.95,85.55,87.15,6398
CANFINHOME,20111213,92.1,92.1,88.7,89.95,2156
CANTABIL,20111213,15.45,15.45,14.75,14.95,5017
CARBORUNIV,20111213,137,145.05,137,143.45,7890
CAREERP,20111213,240,242.95,235.6,239.6,2264
CAROLINFO,20111213,146,148,145,146.2,2399
CASTROL,20111213,400,402,389,396.8,22705
CCCL,20111213,17.5,18.2,16.3,16.55,67618
CCL,20111213,133.05,136.9,133.05,136.4,1153
CEATLTD,20111213,75.7,77.8,75,76.05,73583
CEBBCO,20111213,46.5,48.5,46.15,47.5,34761
CELEBRITY,20111213,5,5.85,5,5.65,701
CELESTIAL,20111213,20.4,20.4,19.05,19.35,4382
CENTENKA,20111213,124.25,127,119.2,120.4,10361
CENTEXT,20111213,2.2,2.35,2.1,2.3,11544
CENTRALBK,20111213,86,86.5,83.6,85.8,299252
CENTUM,20111213,55.8,56,54.05,54.7,6321
CENTURYPLY,20111213,50.2,50.2,48,49.45,4792
CENTURYTEX,20111213,254,261.7,248.55,258.2,493994
CERA,20111213,183.9,184,180,180.8,2689
CESC,20111213,212,223.1,209,222.25,382429
CHAMBLFERT,20111213,82.5,86.3,80.35,84.75,1681208
CHEMFALKAL,20111213,45.05,45.55,43.7,45.05,376
CHEMPLAST,20111213,4.25,4.45,4.25,4.3,6196
CHENNPETRO,20111213,174.65,175,172,173.9,8262
CHESLINTEX,20111213,8.8,9.25,8.8,9.25,144
CHETTINAD,20111213,510,555.5,510,544.75,8753
CHOLAFIN,20111213,125,128.55,124,127.35,38676
CILNOVA,20111213,16.25,16.25,16.25,16.25,1000
CIMMCO,20111213,69.5,70,69.5,70,211
CINEMAX,20111213,28.2,29.9,28.2,29.4,5702
CINEVISTA,20111213,2.65,2.85,2.65,2.85,202
CIPLA,20111213,322.85,329.85,321.6,329,1003840
CLASSIC,20111213,6.8,6.8,6.5,6.55,10722
CLNINDIA,20111213,603.65,617,603.65,607.4,719
CLUTCHAUTO,20111213,28,28.7,27,28,8879
CMAHENDRA,20111213,127,130.95,127,128.35,1143
CMC,20111213,861,877,856,870.05,913
COALINDIA,20111213,303.5,309.8,300.3,308,2304900
COLPAL,20111213,1004,1037,998.55,1032,88434
COMPUAGE,20111213,58,69.65,57,65.3,67
CONCOR,20111213,885.95,900,881,890.35,28648
CONSOFINVT,20111213,50,52.4,50,52.4,396
CORAL-HUB,20111213,3.7,4,3.3,3.85,13216
CORDSCABLE,20111213,26,26,24.5,24.7,3486
COREEDUTEC,20111213,262.35,273,262.1,270,311440
COROMANDEL,20111213,280.05,285.3,275,277.8,76782
CORPBANK,20111213,346,350.45,344.45,348.55,26698
COSMOFILMS,20111213,77.1,78.25,76.55,77.8,3851
COX&KINGS,20111213,174,177.45,161,162.15,117459
CREATIVEYE,20111213,4.15,4.5,4.15,4.4,1724
CRESTANI,20111213,27.8,29.6,27.75,27.9,7692
